,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Blank,SOS
2,Luke Harangody,2008-09,Notre Dame,Big East,34,34,34.2,8.8,19.2,0.45899999999999996,8.4,18.1,0.465,0.4,1.1,0.368,5.2,6.7,0.777,3.5,8.3,11.8,2.1,0.9,0.9,1.8,2.3,23.3,,8.7
3,Luke Harangody,2009-10,Notre Dame,Big East,30,25,33.0,8.1,16.9,0.48100000000000004,7.3,14.2,0.514,0.8,2.7,0.309,4.7,5.9,0.787,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3,21.8,,6.22
0,Patrick Mills,2007-08,Saint Mary's,WCC,32,32,32.1,5.0,11.7,0.429,3.1,5.8,0.5379999999999999,1.9,5.9,0.32299999999999995,2.8,3.7,0.7609999999999999,0.4,1.7,2.1,3.5,1.8,0.1,2.8,1.6,14.8,,0.36
1,Patrick Mills,2008-09,Saint Mary's,WCC,26,24,33.3,6.3,15.6,0.402,3.7,8.0,0.464,2.6,7.6,0.338,3.3,3.8,0.8590000000000001,0.5,1.9,2.4,3.9,2.2,0.2,2.9,1.7,18.4,,1.49
0,Jonny Flynn,2007-08,Syracuse,Big East,35,35,35.5,5.5,11.9,0.45899999999999996,3.9,7.3,0.529,1.6,4.6,0.348,3.1,4.1,0.775,0.6,2.1,2.7,5.3,1.5,0.2,2.7,1.5,15.7,,7.96
1,Jonny Flynn,2008-09,Syracuse,Big East,38,38,37.3,5.8,12.5,0.46,4.6,8.8,0.521,1.2,3.7,0.317,4.7,6.0,0.7859999999999999,0.6,2.2,2.7,6.7,1.4,0.2,3.4,1.4,17.4,,9.48
0,Stephen Curry,2006-07,Davidson,Southern,34,33,30.9,7.1,15.4,0.463,3.5,6.6,0.536,3.6,8.8,0.408,3.6,4.3,0.855,0.9,3.7,4.6,2.8,1.8,0.2,2.8,2.6,21.5,,-2.26
1,Stephen Curry,2007-08,Davidson,Southern,36,36,33.1,8.8,18.2,0.483,4.3,8.0,0.54,4.5,10.3,0.439,3.8,4.2,0.894,0.8,3.8,4.6,2.9,2.0,0.4,2.6,2.4,25.9,,1.66
2,Stephen Curry,2008-09,Davidson,Southern,34,34,33.7,9.2,20.2,0.454,5.4,10.3,0.519,3.8,9.9,0.387,6.5,7.4,0.8759999999999999,0.6,3.8,4.4,5.6,2.5,0.2,3.7,2.4,28.6,,-3.33
0,Jordan Hill,2006-07,Arizona,Pac-10,29,12,14.1,2.0,3.1,0.652,2.0,3.1,0.652,0.0,0.0,,0.7,1.6,0.447,1.6,2.5,4.1,0.1,0.2,0.9,0.7,1.8,4.7,,10.76
1,Jordan Hill,2007-08,Arizona,Pac-10,34,33,29.4,5.4,8.7,0.62,5.4,8.7,0.62,0.0,0.0,,2.4,3.5,0.6829999999999999,2.5,5.5,7.9,0.8,0.5,1.6,2.1,3.1,13.2,,10.22
2,Jordan Hill,2008-09,Arizona,Pac-10,34,34,35.7,7.4,13.8,0.537,7.4,13.8,0.537,0.0,0.0,,3.4,5.3,0.654,4.2,6.8,11.0,1.5,0.9,1.7,2.9,3.0,18.3,,8.8
0,Demar DeRozan,2008-09,USC,Pac-10,35,35,33.4,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1.0,0.16699999999999998,2.7,4.2,0.6459999999999999,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.1,13.9,,9.15
0,John Wall,2009-10,Kentucky,SEC,37,37,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.325,4.7,6.3,0.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,,6.82
0,Paul George,2008-09,Fresno State,WAC,34,34,34.6,4.9,10.4,0.47,3.0,6.2,0.486,1.9,4.1,0.447,2.7,3.9,0.6970000000000001,1.9,4.4,6.2,1.9,1.7,1.0,2.3,2.7,14.3,,0.96
1,Paul George,2009-10,Fresno State,WAC,29,29,33.2,5.3,12.5,0.424,3.3,6.8,0.485,2.0,5.8,0.353,4.1,4.6,0.909,1.9,5.3,7.2,3.0,2.2,0.8,3.2,2.9,16.8,,1.31
0,Cole Aldrich,2007-08,Kansas,Big 12,40,0,8.3,1.1,2.1,0.518,1.1,2.1,0.518,0.0,0.0,,0.7,1.0,0.684,0.9,2.1,3.0,0.1,0.3,0.9,0.5,1.2,2.8,,8.2
1,Cole Aldrich,2008-09,Kansas,Big 12,35,35,29.6,5.7,9.5,0.598,5.7,9.5,0.598,0.0,0.0,,3.5,4.4,0.792,3.0,8.0,11.1,1.0,0.6,2.7,1.6,2.6,14.9,,7.9
2,Cole Aldrich,2009-10,Kansas,Big 12,36,36,26.8,4.1,7.4,0.562,4.1,7.4,0.562,0.0,0.0,,3.0,4.4,0.679,3.1,6.8,9.8,0.9,0.8,3.5,1.6,2.6,11.3,,8.25
0,Xavier Henry,2009-10,Kansas,Big 12,36,36,27.5,4.5,9.8,0.458,2.6,5.3,0.4920000000000001,1.9,4.6,0.418,2.5,3.2,0.7829999999999999,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,,8.25
0,Ed Davis,2008-09,UNC,ACC,38,2,18.8,2.6,5.0,0.518,2.6,5.0,0.518,0.0,0.0,,1.4,2.5,0.573,2.2,4.4,6.6,0.6,0.4,1.7,1.1,1.9,6.7,,8.35
1,Ed Davis,2009-10,UNC,ACC,23,23,27.9,4.8,8.3,0.578,4.8,8.3,0.578,0.0,0.0,,3.8,5.7,0.659,2.9,6.7,9.6,1.0,0.4,2.8,2.0,1.8,13.4,,9.83
0,Patrick Patterson,2007-08,Kentucky,SEC,25,25,35.7,6.5,11.3,0.574,6.5,11.2,0.581,0.0,0.1,0.0,3.5,4.8,0.731,2.8,4.8,7.7,1.7,0.8,1.2,2.1,2.8,16.4,,7.09
1,Patrick Patterson,2008-09,Kentucky,SEC,34,34,33.7,7.1,11.7,0.603,7.1,11.7,0.605,0.0,0.0,0.0,3.8,4.9,0.768,2.7,6.6,9.3,2.0,0.6,2.1,1.9,2.2,17.9,,4.82
2,Patrick Patterson,2009-10,Kentucky,SEC,38,38,33.0,5.7,9.8,0.575,5.0,8.0,0.626,0.6,1.8,0.348,2.4,3.4,0.6920000000000001,3.1,4.4,7.4,0.9,0.7,1.3,1.1,1.6,14.3,,6.82
0,Larry Sanders,2007-08,VCU,CAA,32,16,16.6,2.0,3.9,0.504,2.0,3.9,0.504,0.0,0.0,,1.0,2.1,0.456,1.6,3.6,5.2,0.1,0.3,3.0,0.8,2.8,4.9,,-2.06
1,Larry Sanders,2008-09,VCU,CAA,34,34,26.6,4.6,9.0,0.51,4.6,9.0,0.51,0.0,0.0,,2.1,3.8,0.5579999999999999,2.9,5.7,8.6,0.4,0.6,2.7,2.1,3.6,11.3,,-0.65
2,Larry Sanders,2009-10,VCU,CAA,35,32,26.9,5.6,10.5,0.534,5.5,10.0,0.547,0.1,0.5,0.25,3.1,4.8,0.6409999999999999,3.0,6.1,9.1,1.0,0.7,2.6,1.7,2.9,14.4,,0.64
0,Luke Babbitt,2008-09,Nevada,WAC,34,34,32.6,5.7,12.5,0.456,4.7,10.2,0.463,1.0,2.3,0.429,4.5,5.2,0.8640000000000001,1.9,5.5,7.4,1.4,0.7,0.7,1.9,1.8,16.9,,1.4
1,Luke Babbitt,2009-10,Nevada,WAC,34,34,37.1,7.4,14.8,0.5,6.1,11.8,0.521,1.2,3.0,0.416,5.9,6.4,0.917,2.1,6.9,8.9,2.1,1.0,0.8,2.4,2.6,21.9,,2.56
0,Eric Bledsoe,2009-10,Kentucky,SEC,37,35,30.3,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.38299999999999995,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,,6.82
0,Avery Bradley,2009-10,Texas,Big 12,34,32,29.5,4.7,10.8,0.4320000000000001,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,,7.38
0,Evan Turner,2007-08,Ohio State,Big Ten,37,30,27.1,2.9,6.3,0.47,2.3,4.4,0.528,0.6,1.9,0.33299999999999996,1.9,2.8,0.6990000000000001,0.9,3.5,4.4,2.6,1.3,0.5,2.7,2.4,8.5,,7.97
1,Evan Turner,2008-09,Ohio State,Big Ten,33,33,36.4,5.8,11.6,0.503,5.5,10.9,0.507,0.3,0.8,0.44,5.3,6.7,0.7879999999999999,1.7,5.4,7.1,4.0,1.8,0.8,3.5,2.9,17.3,,8.23
2,Evan Turner,2009-10,Ohio State,Big Ten,31,31,35.7,7.6,14.7,0.519,7.0,13.0,0.54,0.6,1.8,0.364,4.5,5.9,0.754,2.0,7.2,9.2,6.0,1.7,0.9,4.4,2.8,20.4,,7.37
0,James Anderson,2007-08,Oklahoma State,Big 12,33,31,30.9,4.5,10.3,0.435,2.5,4.9,0.4970000000000001,2.0,5.4,0.379,2.3,3.2,0.7140000000000001,1.7,2.0,3.7,1.1,0.8,0.5,2.0,1.2,13.3,,7.67
1,James Anderson,2008-09,Oklahoma State,Big 12,35,35,33.5,6.0,12.4,0.482,3.6,6.5,0.5479999999999999,2.4,5.9,0.408,3.9,4.7,0.8290000000000001,2.2,3.5,5.7,1.4,1.1,0.7,2.0,2.4,18.2,,7.44
2,James Anderson,2009-10,Oklahoma State,Big 12,33,33,34.1,6.8,15.0,0.457,4.6,8.4,0.5489999999999999,2.2,6.6,0.341,6.3,7.8,0.81,1.9,3.9,5.8,2.4,1.4,0.6,2.4,2.7,22.3,,6.97
0,Craig Brackins,2007-08,Iowa State,Big 12,32,32,27.7,4.3,9.9,0.434,3.6,7.5,0.48100000000000004,0.7,2.3,0.28,2.2,3.0,0.732,1.3,3.7,5.0,1.3,0.3,1.0,1.7,1.8,11.4,,7.97
1,Craig Brackins,2008-09,Iowa State,Big 12,32,31,32.5,7.6,16.0,0.475,6.9,13.7,0.507,0.7,2.3,0.284,4.3,6.2,0.6970000000000001,1.7,7.8,9.5,1.3,0.5,0.9,2.3,2.1,20.2,,5.68
2,Craig Brackins,2009-10,Iowa State,Big 12,32,32,35.1,6.0,14.3,0.42,5.2,11.6,0.446,0.8,2.7,0.31,3.7,4.8,0.76,2.1,6.4,8.5,2.2,0.8,1.2,2.1,2.0,16.5,,8.37
0,Trevor Booker,2006-07,Clemson,ACC,36,36,25.9,4.4,7.3,0.602,4.4,7.3,0.602,0.0,0.0,,1.6,2.5,0.615,3.1,3.3,6.4,1.1,0.9,2.2,2.0,2.6,10.4,,7.82
1,Trevor Booker,2007-08,Clemson,ACC,34,34,26.6,4.4,8.0,0.555,4.3,7.6,0.568,0.1,0.4,0.333,2.0,3.4,0.573,2.7,4.6,7.3,1.5,0.6,1.9,2.0,2.6,11.0,,9.08
2,Trevor Booker,2008-09,Clemson,ACC,32,32,30.7,5.9,10.3,0.5710000000000001,5.6,9.7,0.583,0.3,0.7,0.409,3.3,4.6,0.7070000000000001,3.3,6.4,9.7,1.7,1.5,2.0,1.8,1.7,15.3,,6.59
3,Trevor Booker,2009-10,Clemson,ACC,32,32,30.8,5.9,11.3,0.521,5.6,10.2,0.547,0.3,1.1,0.265,3.2,5.3,0.591,2.8,5.6,8.4,2.5,1.3,1.4,1.9,2.0,15.2,,7.9
0,Dominique Jones,2007-08,South Florida,Big East,31,31,35.0,5.7,12.4,0.46,4.0,7.5,0.53,1.7,4.9,0.353,4.0,5.2,0.759,1.4,3.2,4.6,2.8,1.5,0.3,2.3,2.4,17.1,,6.57
1,Dominique Jones,2008-09,South Florida,Big East,31,30,37.5,6.2,14.9,0.419,4.5,9.2,0.486,1.7,5.6,0.309,3.9,5.5,0.708,2.0,3.6,5.6,3.9,1.3,0.4,2.6,2.5,18.1,,8.18
2,Dominique Jones,2009-10,South Florida,Big East,33,33,37.1,6.7,14.9,0.45,5.2,9.9,0.521,1.6,5.1,0.311,6.3,8.5,0.741,1.1,5.0,6.1,3.6,1.7,0.6,2.9,2.8,21.4,,7.21
0,Jordan Crawford,2007-08,Indiana,Big Ten,30,8,25.3,3.6,8.1,0.44,2.6,5.4,0.478,1.0,2.7,0.366,1.6,2.1,0.746,1.1,2.2,3.4,2.3,0.9,0.2,1.9,1.6,9.7,,6.08
1,Jordan Crawford,2009-10,Xavier,A-10,35,34,32.8,7.4,16.1,0.462,5.2,10.3,0.501,2.3,5.8,0.391,3.4,4.4,0.773,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6,20.5,,5.94
0,Daniel Orton,2009-10,Kentucky,SEC,38,0,13.2,1.3,2.4,0.527,1.3,2.3,0.539,0.0,0.1,0.0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,1.0,2.3,3.4,,6.82
0,Derrick Favors,2009-10,Georgia Tech,ACC,36,35,27.5,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.0,2.5,4.0,0.629,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,,9.02
0,Lazar Hayward,2006-07,Marquette,Big East,34,16,16.3,2.4,5.7,0.428,2.1,4.3,0.5,0.3,1.4,0.20800000000000002,1.4,2.1,0.667,1.8,1.9,3.6,0.3,0.6,0.1,1.0,2.1,6.6,,6.95
1,Lazar Hayward,2007-08,Marquette,Big East,35,33,25.4,4.5,9.5,0.474,3.3,6.9,0.483,1.2,2.6,0.451,2.6,3.4,0.773,1.9,4.6,6.5,0.6,1.1,0.4,1.8,2.7,12.8,,8.09
2,Lazar Hayward,2008-09,Marquette,Big East,35,35,31.7,5.8,12.4,0.469,4.3,8.2,0.526,1.5,4.2,0.358,3.1,3.8,0.82,2.8,5.8,8.6,1.1,1.0,0.3,1.9,2.5,16.3,,7.87
3,Lazar Hayward,2009-10,Marquette,Big East,34,34,32.3,6.5,15.1,0.4320000000000001,4.6,9.6,0.479,1.9,5.5,0.349,3.1,3.7,0.843,2.1,5.4,7.5,1.5,1.9,0.5,2.0,3.4,18.1,,8.23
0,Dexter Pittman,2006-07,Texas,Big 12,29,0,5.3,1.0,1.7,0.604,1.0,1.7,0.604,0.0,0.0,,0.6,1.2,0.471,1.0,0.8,1.8,0.1,0.2,0.3,0.4,1.4,2.6,,6.12
1,Dexter Pittman,2007-08,Texas,Big 12,36,1,6.8,1.1,1.9,0.5589999999999999,1.1,1.9,0.5589999999999999,0.0,0.0,,0.6,1.1,0.561,1.3,1.1,2.4,0.2,0.1,0.5,0.6,1.1,2.8,,8.59
2,Dexter Pittman,2008-09,Texas,Big 12,35,24,16.6,3.7,6.0,0.616,3.7,6.0,0.616,0.0,0.0,,2.7,3.9,0.691,2.6,2.8,5.5,0.4,0.4,0.9,1.4,2.7,10.1,,8.09
3,Dexter Pittman,2009-10,Texas,Big 12,34,34,19.1,4.1,6.3,0.654,4.1,6.3,0.654,0.0,0.0,,2.2,4.0,0.556,3.0,2.9,5.9,0.5,0.4,1.9,1.8,2.6,10.4,,7.38
0,Hassan Whiteside,2009-10,Marshall,CUSA,34,23,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,,1.57
0,Armon Johnson,2007-08,Nevada,WAC,33,32,31.2,4.1,8.4,0.482,3.2,6.0,0.5379999999999999,0.8,2.5,0.34600000000000003,2.5,3.2,0.7759999999999999,0.8,3.3,4.0,3.4,0.8,0.2,2.4,2.1,11.5,,-0.11
1,Armon Johnson,2008-09,Nevada,WAC,34,33,32.3,5.7,13.2,0.431,4.9,10.5,0.469,0.7,2.6,0.278,3.4,4.3,0.789,0.8,2.8,3.6,4.3,0.9,0.2,2.5,1.2,15.5,,1.4
2,Armon Johnson,2009-10,Nevada,WAC,34,34,34.5,6.4,13.0,0.495,5.9,10.9,0.544,0.5,2.1,0.239,2.4,3.5,0.6779999999999999,0.8,2.6,3.4,5.6,0.8,0.4,3.4,1.8,15.7,,2.56
0,Terrico White,2008-09,Ole Miss,SEC,31,21,30.0,5.1,11.8,0.428,3.1,6.2,0.495,2.0,5.6,0.354,1.6,2.5,0.628,0.8,2.6,3.4,2.3,0.8,0.3,1.8,1.8,13.7,,5.41
1,Terrico White,2009-10,Ole Miss,SEC,35,34,31.5,5.5,12.8,0.43,3.7,7.7,0.489,1.7,5.1,0.341,2.4,3.4,0.7140000000000001,1.6,3.0,4.6,1.5,0.9,0.2,1.3,1.8,15.1,,5.77
0,Darington Hobson,2009-10,New Mexico,MWC,35,35,33.6,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.361,3.7,5.7,0.653,2.1,7.1,9.3,4.6,1.3,0.4,3.0,1.9,15.9,,3.84
0,Andy Rautins,2005-06,Syracuse,Big East,20,0,8.0,1.0,2.7,0.377,0.3,0.4,0.7140000000000001,0.8,2.3,0.326,0.2,0.3,0.5,0.3,0.6,0.9,0.7,0.3,0.1,0.2,1.2,2.9,,8.16
1,Andy Rautins,2006-07,Syracuse,Big East,35,20,21.2,2.4,6.5,0.3720000000000001,0.5,1.1,0.447,1.9,5.4,0.35600000000000004,0.5,0.7,0.708,0.4,1.5,2.0,1.5,1.3,0.2,1.3,1.8,7.2,,6.47
2,Andy Rautins,2008-09,Syracuse,Big East,37,10,28.6,3.4,9.0,0.38,0.6,1.4,0.45299999999999996,2.8,7.5,0.366,0.9,1.2,0.733,0.4,3.0,3.3,3.0,1.4,0.2,2.0,2.0,10.5,,9.48
3,Andy Rautins,2009-10,Syracuse,Big East,35,35,32.5,3.7,8.5,0.43799999999999994,0.9,1.6,0.5710000000000001,2.8,6.9,0.40700000000000003,1.9,2.3,0.815,0.5,2.9,3.4,4.9,2.0,0.2,2.8,2.2,12.1,,7.21
0,Wesley Johnson,2006-07,Iowa State,Big 12,31,30,31.7,4.5,10.2,0.445,3.5,6.7,0.524,1.0,3.5,0.294,2.2,2.9,0.753,3.2,4.7,7.9,1.1,0.8,1.1,2.0,2.5,12.3,,5.19
1,Wesley Johnson,2007-08,Iowa State,Big 12,27,25,27.0,4.2,10.7,0.396,2.5,5.4,0.456,1.7,5.2,0.333,2.2,2.9,0.779,1.3,2.6,4.0,1.4,0.9,0.4,2.1,2.2,12.4,,7.97
2,Wesley Johnson,2009-10,Syracuse,Big East,35,35,35.0,5.9,11.8,0.502,4.5,8.3,0.54,1.5,3.5,0.415,3.2,4.1,0.772,2.1,6.4,8.5,2.2,1.7,1.8,2.3,2.1,16.5,,7.21
0,Lance Stephenson,2009-10,Cincinnati,Big East,34,32,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.21899999999999997,2.3,3.5,0.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,,8.45
0,Jarvis Varnado,2006-07,Mississippi State,SEC,35,13,13.5,2.1,3.3,0.647,2.1,3.3,0.652,0.0,0.0,0.0,0.7,1.3,0.5329999999999999,1.7,2.4,4.2,0.3,0.3,1.9,0.5,2.1,5.0,,6.91
1,Jarvis Varnado,2007-08,Mississippi State,SEC,34,34,28.5,3.2,5.0,0.6409999999999999,3.2,4.9,0.643,0.0,0.1,0.5,1.5,2.9,0.5,2.2,5.6,7.8,0.5,0.5,4.6,1.2,2.9,7.9,,5.74
2,Jarvis Varnado,2008-09,Mississippi State,SEC,36,36,28.1,5.0,9.1,0.5489999999999999,5.0,9.1,0.55,0.0,0.0,0.0,2.9,4.4,0.654,2.9,5.9,8.8,0.8,0.6,4.7,1.7,2.3,12.9,,4.62
3,Jarvis Varnado,2009-10,Mississippi State,SEC,36,36,31.7,5.1,8.8,0.5820000000000001,5.1,8.8,0.5820000000000001,0.0,0.0,,3.6,5.8,0.61,3.0,7.3,10.3,0.9,0.7,4.7,2.0,2.4,13.8,,4.6
0,Devin Ebanks,2008-09,West Virginia,Big East,35,34,30.2,3.8,8.0,0.47,3.6,6.9,0.527,0.1,1.1,0.125,2.8,4.0,0.7,2.7,5.1,7.8,2.7,0.8,0.7,1.9,1.8,10.5,,8.34
1,Devin Ebanks,2009-10,West Virginia,Big East,34,31,34.1,4.2,9.3,0.457,4.1,8.4,0.495,0.1,0.9,0.1,3.4,4.5,0.77,2.9,5.2,8.1,2.4,1.1,0.7,2.2,1.6,12.0,,10.26
0,Jerome Jordan,2006-07,Tulsa,CUSA,23,10,7.8,1.3,2.1,0.5920000000000001,1.3,2.1,0.5920000000000001,0.0,0.0,,0.1,0.5,0.273,0.7,1.4,2.1,0.2,0.1,0.7,0.7,0.9,2.7,,-0.11
1,Jerome Jordan,2007-08,Tulsa,CUSA,39,39,26.2,3.9,7.0,0.564,3.9,7.0,0.564,0.0,0.0,,2.6,3.8,0.6890000000000001,2.8,5.1,7.9,0.8,0.4,3.7,2.2,2.8,10.5,,2.97
2,Jerome Jordan,2008-09,Tulsa,CUSA,36,35,27.0,5.0,8.5,0.586,5.0,8.5,0.586,0.0,0.0,,3.8,5.2,0.737,2.4,6.1,8.6,0.9,0.4,2.5,2.4,3.1,13.8,,4.84
3,Jerome Jordan,2009-10,Tulsa,CUSA,35,35,29.8,5.3,9.6,0.5489999999999999,5.3,9.6,0.5489999999999999,0.0,0.0,,4.9,7.1,0.688,2.4,6.7,9.1,1.3,0.5,2.3,2.3,2.8,15.4,,2.84
0,Tiny Gallon,2009-10,Oklahoma,Big 12,30,21,24.0,4.1,7.4,0.547,3.9,6.9,0.573,0.1,0.6,0.235,2.1,3.0,0.6970000000000001,2.8,5.2,7.9,0.8,0.7,0.8,2.3,2.8,10.3,,7.79
0,DeMarcus Cousins,2009-10,Kentucky,SEC,38,37,23.5,5.4,9.7,0.5579999999999999,5.4,9.6,0.565,0.0,0.2,0.16699999999999998,4.3,7.1,0.604,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,,6.82
0,Solomon Alabi,2007-08,Florida State,ACC,10,1,9.3,1.5,3.1,0.484,1.5,3.1,0.484,0.0,0.0,,0.5,0.9,0.556,0.8,1.2,2.0,0.0,0.1,1.1,1.1,1.8,3.5,,7.31
1,Solomon Alabi,2008-09,Florida State,ACC,35,35,22.3,3.5,6.5,0.54,3.5,6.4,0.542,0.0,0.0,0.0,1.5,2.1,0.68,2.1,3.5,5.6,0.3,0.5,2.1,1.6,1.9,8.4,,7.91
2,Solomon Alabi,2009-10,Florida State,ACC,32,32,25.6,4.2,7.8,0.534,4.2,7.8,0.534,0.0,0.0,,3.4,4.3,0.794,2.5,3.7,6.2,0.5,0.6,2.3,1.9,2.3,11.7,,6.79
0,Willie Warren,2008-09,Oklahoma,Big 12,36,34,31.3,4.8,10.1,0.473,2.9,5.1,0.5710000000000001,1.9,5.0,0.3720000000000001,3.2,4.1,0.7809999999999999,0.5,1.7,2.2,3.1,1.1,0.1,2.2,2.3,14.6,,6.88
1,Willie Warren,2009-10,Oklahoma,Big 12,21,19,32.3,5.0,11.5,0.438,3.6,6.9,0.524,1.4,4.6,0.309,4.8,6.0,0.795,0.7,2.6,3.3,4.1,1.0,0.0,3.8,2.3,16.3,,7.79
0,Derrick Caracter,2006-07,Louisville,Big East,17,2,14.1,3.2,5.6,0.573,3.2,5.6,0.573,0.0,0.0,,1.7,3.2,0.527,2.5,1.3,3.8,0.3,0.3,0.4,1.8,3.1,8.2,,7.69
1,Derrick Caracter,2007-08,Louisville,Big East,35,12,16.9,3.2,5.7,0.552,3.1,5.7,0.55,0.0,0.0,1.0,1.9,3.1,0.63,2.1,2.5,4.5,0.5,0.6,0.9,1.8,3.1,8.3,,8.0
2,Derrick Caracter,2009-10,UTEP,CUSA,27,22,26.7,5.5,9.7,0.5670000000000001,5.3,9.1,0.585,0.1,0.6,0.267,3.0,4.4,0.672,2.7,5.4,8.1,1.1,1.0,0.9,2.9,3.0,14.1,,1.96
0,Stanley Robinson,2006-07,UConn,Big East,31,13,17.2,1.7,4.5,0.374,1.2,3.1,0.371,0.5,1.4,0.381,1.2,1.8,0.6609999999999999,1.5,2.9,4.4,0.8,0.3,0.5,1.4,1.3,5.1,,6.09
1,Stanley Robinson,2007-08,UConn,Big East,33,32,27.7,4.1,8.8,0.471,3.3,6.7,0.486,0.8,2.0,0.418,1.3,1.9,0.672,2.2,4.3,6.5,1.2,0.5,1.3,1.4,2.2,10.4,,6.76
2,Stanley Robinson,2008-09,UConn,Big East,28,24,24.9,3.5,6.9,0.505,3.4,6.0,0.556,0.1,0.8,0.13,1.4,2.3,0.635,2.0,3.9,5.9,1.2,0.6,1.1,1.6,1.4,8.5,,8.57
3,Stanley Robinson,2009-10,UConn,Big East,34,34,34.2,6.0,11.4,0.525,5.2,9.1,0.5710000000000001,0.8,2.3,0.342,1.8,2.9,0.629,2.7,5.0,7.6,1.0,0.9,1.2,2.3,1.5,14.5,,9.15
0,Ekpe Udoh,2006-07,Michigan,Big Ten,35,7,20.3,2.2,4.6,0.469,2.2,4.5,0.478,0.0,0.1,0.0,0.7,1.2,0.585,1.7,2.3,4.0,0.8,0.7,1.9,0.8,1.9,5.0,,6.79
1,Ekpe Udoh,2007-08,Michigan,Big Ten,32,24,26.0,2.4,5.4,0.4370000000000001,2.2,4.9,0.44299999999999995,0.2,0.5,0.375,1.0,1.8,0.589,2.2,2.8,5.0,0.9,0.8,2.9,1.1,2.4,6.0,,7.99
2,Ekpe Udoh,2009-10,Baylor,Big 12,36,36,35.1,5.3,10.8,0.49,5.1,10.1,0.505,0.2,0.7,0.26899999999999996,3.1,4.5,0.685,3.6,6.2,9.8,2.7,0.8,3.7,2.4,2.4,13.9,,8.03
0,Greg Monroe,2008-09,Georgetown,Big East,31,31,30.9,4.6,8.1,0.5720000000000001,4.5,7.9,0.578,0.1,0.2,0.333,3.4,4.8,0.7,2.0,4.5,6.5,2.5,1.8,1.5,2.5,2.5,12.7,,8.97
1,Greg Monroe,2009-10,Georgetown,Big East,34,34,34.2,5.9,11.3,0.525,5.7,10.5,0.545,0.2,0.8,0.259,4.1,6.1,0.66,2.2,7.5,9.6,3.8,1.2,1.5,3.3,2.6,16.1,,9.56
0,Al-Farouq Aminu,2008-09,Wake Forest,ACC,31,30,29.0,4.7,9.1,0.516,4.5,7.9,0.57,0.2,1.3,0.179,3.3,4.9,0.6709999999999999,2.3,5.9,8.2,1.5,1.0,1.2,2.6,2.6,12.9,,7.36
1,Al-Farouq Aminu,2009-10,Wake Forest,ACC,31,30,31.3,5.4,12.1,0.447,4.8,9.9,0.484,0.6,2.1,0.273,4.5,6.4,0.698,4.3,6.4,10.7,1.3,1.4,1.4,3.2,2.9,15.8,,8.85
0,Gordon Hayward,2008-09,Butler,Horizon,32,32,32.7,3.9,8.2,0.479,1.8,3.3,0.523,2.2,4.8,0.448,3.2,3.9,0.815,1.4,5.0,6.5,2.0,1.5,0.9,1.7,2.0,13.1,,2.07
1,Gordon Hayward,2009-10,Butler,Horizon,37,37,33.5,4.7,10.1,0.464,3.4,5.8,0.5920000000000001,1.3,4.3,0.294,4.8,5.8,0.8290000000000001,1.9,6.3,8.2,1.7,1.1,0.8,2.3,2.1,15.5,,5.08
0,Jimmer Fredette,2007-08,BYU,MWC,35,0,18.5,2.4,5.8,0.40700000000000003,1.1,2.2,0.526,1.2,3.7,0.336,1.0,1.2,0.8540000000000001,0.2,0.8,1.1,1.7,0.8,0.1,1.2,1.3,7.0,,1.33
1,Jimmer Fredette,2008-09,BYU,MWC,33,32,33.0,5.6,11.6,0.48,4.0,7.5,0.534,1.6,4.1,0.382,3.5,4.2,0.847,0.5,2.4,3.0,4.1,1.5,0.1,2.6,1.3,16.2,,4.15
